CBSACode,MetroName,GroupCode,GroupName,Congregations,Adherents,Adherents_percent_of_Total_Adherents,Adherents_percent_of_Population
16660,Charleston-Mattoon IL Micro Area,056,"Baha'i Faith USA",0,7,0.03,0.01
16660,Charleston-Mattoon IL Micro Area,081,Catholic Church,5,6170,23.67,10.77
16660,Charleston-Mattoon IL Micro Area,089,Christian and Missionary Alliance,1,50,0.19,0.09
16660,Charleston-Mattoon IL Micro Area,093,Christian Church (Disciples of Christ),2,120,0.46,0.21
16660,Charleston-Mattoon IL Micro Area,097,Christian Churches and Churches of Christ,7,3476,13.33,6.06
16660,Charleston-Mattoon IL Micro Area,123,Church of God (Anderson Indiana),1,420,1.61,0.73
16660,Charleston-Mattoon IL Micro Area,151,Church of Jesus Christ of Latter-day Saints,1,462,1.77,0.81
16660,Charleston-Mattoon IL Micro Area,165,Church of the Nazarene,2,255,0.98,0.44
16660,Charleston-Mattoon IL Micro Area,167,Churches of Christ,4,238,0.91,0.42
16660,Charleston-Mattoon IL Micro Area,171,Churches of God General Conference,5,327,1.25,0.57
16660,Charleston-Mattoon IL Micro Area,185,Cumberland Presbyterian,1,96,0.37,0.17
16660,Charleston-Mattoon IL Micro Area,193,Episcopal Church,1,41,0.16,0.07
16660,Charleston-Mattoon IL Micro Area,221,Free Methodist Church--USA,3,127,0.49,0.22
16660,Charleston-Mattoon IL Micro Area,388,General Association of Regular Baptist Churches,1,,,
16660,Charleston-Mattoon IL Micro Area,272,"Jehovah's Witnesses",1,218,0.84,0.38
16660,Charleston-Mattoon IL Micro Area,283,Lutheran Church--Missouri Synod,3,1690,6.48,2.95
16660,Charleston-Mattoon IL Micro Area,302,National Missionary Baptist Convention Inc.,1,100,0.38,0.17
16660,Charleston-Mattoon IL Micro Area,500,Non-denominational Christian Churches,14,4700,18.03,8.20
16660,Charleston-Mattoon IL Micro Area,339,Pentecostal Church of God,1,,,
16660,Charleston-Mattoon IL Micro Area,355,Presbyterian Church (U.S.A.),6,405,1.55,0.71
16660,Charleston-Mattoon IL Micro Area,361,Primitive Baptists Associations,1,94,0.36,0.16
16660,Charleston-Mattoon IL Micro Area,403,Salvation Army,1,71,0.27,0.12
16660,Charleston-Mattoon IL Micro Area,413,Seventh-day Adventist Church,1,24,0.09,0.04
16660,Charleston-Mattoon IL Micro Area,419,Southern Baptist Convention,13,2177,8.35,3.80
16660,Charleston-Mattoon IL Micro Area,435,Unitarian Universalist Association of Congregations,1,5,0.02,0.01
16660,Charleston-Mattoon IL Micro Area,449,United Methodist Church,15,2244,8.61,3.92
16660,Charleston-Mattoon IL Micro Area,454,United Pentecostal Church International,4,,,
16660,Charleston-Mattoon IL Micro Area,467,Wesleyan Church,1,21,0.08,0.04
16700,Charleston-North Charleston SC Metro Area,001,Advent Christian Church,1,,,
16700,Charleston-North Charleston SC Metro Area,003,African Methodist Episcopal Church,97,33782,9.47,4.22
16700,Charleston-North Charleston SC Metro Area,005,African Methodist Episcopal Zion Church,2,512,0.14,0.06
16700,Charleston-North Charleston SC Metro Area,F01,Anglican Catholic Church,1,,,
16700,Charleston-North Charleston SC Metro Area,033,Anglican Church in North America,50,,,
16700,Charleston-North Charleston SC Metro Area,053,Assemblies of God,16,6765,1.90,0.85
16700,Charleston-North Charleston SC Metro Area,055,Associate Reformed Presbyterian Church,2,,,
16700,Charleston-North Charleston SC Metro Area,056,"Baha'i Faith USA",1,1077,0.30,0.13
16700,Charleston-North Charleston SC Metro Area,E54,Bible Way Church of Our Lord Jesus Christ World Wide Inc.,1,80,0.02,0.01
16700,Charleston-North Charleston SC Metro Area,084,Calvary Chapel Fellowship Churches,2,,,
16700,Charleston-North Charleston SC Metro Area,081,Catholic Church,24,92122,25.82,11.52
16700,Charleston-North Charleston SC Metro Area,FGS,Chabad Judaism,1,,,
16700,Charleston-North Charleston SC Metro Area,089,Christian and Missionary Alliance,2,104,0.03,0.01
16700,Charleston-North Charleston SC Metro Area,353,Christian Brethren (Open Plymouth Brethren),3,,,
16700,Charleston-North Charleston SC Metro Area,093,Christian Church (Disciples of Christ),11,879,0.25,0.11
16700,Charleston-North Charleston SC Metro Area,097,Christian Churches and Churches of Christ,9,1058,0.30,0.13
16700,Charleston-North Charleston SC Metro Area,F10,Christian Congregation in North America,1,,,
16700,Charleston-North Charleston SC Metro Area,101,Christian Methodist Episcopal Church,2,360,0.10,0.05
16700,Charleston-North Charleston SC Metro Area,D83,"Christ's Sanctified Holy Church",1,,,
16700,Charleston-North Charleston SC Metro Area,111,Church of Christ Scientist,1,,,
16700,Charleston-North Charleston SC Metro Area,F53,Church of God,1,,,
16700,Charleston-North Charleston SC Metro Area,123,Church of God (Anderson Indiana),4,776,0.22,0.10
16700,Charleston-North Charleston SC Metro Area,127,Church of God (Cleveland Tennessee),20,3264,0.91,0.41
16700,Charleston-North Charleston SC Metro Area,141,Church of God in Christ,9,1881,0.53,0.24
16700,Charleston-North Charleston SC Metro Area,145,Church of God of Prophecy,7,,,
16700,Charleston-North Charleston SC Metro Area,151,Church of Jesus Christ of Latter-day Saints,11,6670,1.87,0.83
16700,Charleston-North Charleston SC Metro Area,155,Church of Our Lord Jesus Christ of the Apostolic Faith Inc.,14,2470,0.69,0.31
16700,Charleston-North Charleston SC Metro Area,165,Church of the Nazarene,8,993,0.28,0.12
16700,Charleston-North Charleston SC Metro Area,167,Churches of Christ,17,2781,0.78,0.35
16700,Charleston-North Charleston SC Metro Area,173,Community of Christ,1,,,
16700,Charleston-North Charleston SC Metro Area,270,Conservative Judaism,1,883,0.25,0.11
16700,Charleston-North Charleston SC Metro Area,FFW,ECO: A Covenant Order of Presbyterians,1,,,
16700,Charleston-North Charleston SC Metro Area,193,Episcopal Church,14,5683,1.59,0.71
16700,Charleston-North Charleston SC Metro Area,207,Evangelical Lutheran Church in America,15,4583,1.28,0.57
16700,Charleston-North Charleston SC Metro Area,216,Evangelical Presbyterian Church,2,,,
16700,Charleston-North Charleston SC Metro Area,263,Foursquare Gospel International Church of the,2,218,0.06,0.03
16700,Charleston-North Charleston SC Metro Area,391,Friends General Conference,1,24,0.01,0.00
16700,Charleston-North Charleston SC Metro Area,FFR,Full Gospel Christian Assemblies International,2,160,0.04,0.02
16700,Charleston-North Charleston SC Metro Area,233,General Church of the New Jerusalem,1,,,
16700,Charleston-North Charleston SC Metro Area,FGM,Grace Communion International,1,,,
16700,Charleston-North Charleston SC Metro Area,246,Greek Orthodox Archdiocese of America,1,1400,0.39,0.18
16700,Charleston-North Charleston SC Metro Area,895,Hindu Temples,1,300,0.08,0.04
16700,Charleston-North Charleston SC Metro Area,896,Hindu Yoga and Meditation,1,,,
16700,Charleston-North Charleston SC Metro Area,264,International Churches of Christ,1,238,0.07,0.03
16700,Charleston-North Charleston SC Metro Area,272,"Jehovah's Witnesses",25,6540,1.83,0.82
16700,Charleston-North Charleston SC Metro Area,283,Lutheran Church--Missouri Synod,3,420,0.12,0.05
16700,Charleston-North Charleston SC Metro Area,290,Metropolitan Community Churches,1,40,0.01,0.01
16700,Charleston-North Charleston SC Metro Area,291,Missionary Church,3,326,0.09,0.04
16700,Charleston-North Charleston SC Metro Area,267,Muslim Estimate,5,1330,0.37,0.17
16700,Charleston-North Charleston SC Metro Area,223,National Association of Free Will Baptists,2,236,0.07,0.03
16700,Charleston-North Charleston SC Metro Area,300,"National Baptist Convention USA, Inc.",13,8806,2.47,1.10
16700,Charleston-North Charleston SC Metro Area,302,National Missionary Baptist Convention Inc.,15,4340,1.22,0.54
16700,Charleston-North Charleston SC Metro Area,309,New Apostolic Church USA,1,,,
16700,Charleston-North Charleston SC Metro Area,500,Non-denominational Christian Churches,156,67604,18.95,8.45
16700,Charleston-North Charleston SC Metro Area,314,North American Lutheran Church,2,,,
16700,Charleston-North Charleston SC Metro Area,FGA,Orthodox Anglican Church,2,,,
16700,Charleston-North Charleston SC Metro Area,331,Orthodox Church in America,1,130,0.04,0.02
16700,Charleston-North Charleston SC Metro Area,276,Orthodox Judaism,4,610,0.17,0.08
16700,Charleston-North Charleston SC Metro Area,D71,Pentecostal Assemblies of the World,2,208,0.06,0.03
16700,Charleston-North Charleston SC Metro Area,355,Presbyterian Church (U.S.A.),27,13299,3.73,1.66
16700,Charleston-North Charleston SC Metro Area,356,Presbyterian Church in America,9,1003,0.28,0.13
16700,Charleston-North Charleston SC Metro Area,364,Progressive National Baptist Convention Inc.,3,396,0.11,0.05
16700,Charleston-North Charleston SC Metro Area,271,Reform Judaism,1,1334,0.37,0.17
16700,Charleston-North Charleston SC Metro Area,375,Reformed Episcopal Church,28,,,
16700,Charleston-North Charleston SC Metro Area,401,Russian Orthodox Church Outside of Russia,1,120,0.03,0.02
16700,Charleston-North Charleston SC Metro Area,403,Salvation Army,1,143,0.04,0.02
16700,Charleston-North Charleston SC Metro Area,415,Seventh Day Baptist General Conference USA and Canada,1,41,0.01,0.01
16700,Charleston-North Charleston SC Metro Area,413,Seventh-day Adventist Church,11,1770,0.50,0.22
16700,Charleston-North Charleston SC Metro Area,419,Southern Baptist Convention,139,47346,13.27,5.92
16700,Charleston-North Charleston SC Metro Area,421,Southern Methodist Church,6,,,
16700,Charleston-North Charleston SC Metro Area,F51,Sovereign Grace Churches,1,,,
16700,Charleston-North Charleston SC Metro Area,437,Union of Messianic Jewish Congregations,1,,,
16700,Charleston-North Charleston SC Metro Area,435,Unitarian Universalist Association of Congregations,1,419,0.12,0.05
16700,Charleston-North Charleston SC Metro Area,443,United Church of Christ,1,710,0.20,0.09
16700,Charleston-North Charleston SC Metro Area,F58,United House of Prayer,1,180,0.05,0.02
16700,Charleston-North Charleston SC Metro Area,449,United Methodist Church,100,29359,8.23,3.67
16700,Charleston-North Charleston SC Metro Area,454,United Pentecostal Church International,7,,,
16700,Charleston-North Charleston SC Metro Area,124,Unity Churches Association of,2,,,
16700,Charleston-North Charleston SC Metro Area,463,Vineyard USA,1,40,0.01,0.01
16700,Charleston-North Charleston SC Metro Area,467,Wesleyan Church,5,506,0.14,0.06
16700,Charleston-North Charleston SC Metro Area,469,Wisconsin Evangelical Lutheran Synod,2,470,0.13,0.06
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,001,Advent Christian Church,7,663,0.04,0.02
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,003,African Methodist Episcopal Church,4,730,0.05,0.03
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,005,African Methodist Episcopal Zion Church,203,41384,2.78,1.56
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,012,Alliance of Baptists,7,,,
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,017,American Baptist Association,1,190,0.01,0.01
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,019,American Baptist Churches in the USA,9,23103,1.55,0.87
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,416,American Sikh Council,2,,,
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,031,Amish Groups undifferentiated,3,12,0.00,0.00
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,033,Anglican Church in North America,8,,,
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,FG3,Anglican Province of America,1,,,
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,050,Armenian Church of North America (Catholicosate of Etchmiadzin),1,200,0.01,0.01
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,053,Assemblies of God,63,9534,0.64,0.36
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,055,Associate Reformed Presbyterian Church,62,,,
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,058,Association of Messianic Congregations,2,,,
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,056,"Baha'i Faith USA",5,2766,0.19,0.10
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,E54,Bible Way Church of Our Lord Jesus Christ World Wide Inc.,1,320,0.02,0.01
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,084,Calvary Chapel Fellowship Churches,2,,,
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,081,Catholic Church,38,320816,21.54,12.06
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,FGS,Chabad Judaism,4,,,
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,089,Christian and Missionary Alliance,13,1591,0.11,0.06
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,353,Christian Brethren (Open Plymouth Brethren),6,,,
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,093,Christian Church (Disciples of Christ),6,1146,0.08,0.04
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,097,Christian Churches and Churches of Christ,9,1426,0.10,0.05
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,F10,Christian Congregation in North America,1,,,
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,101,Christian Methodist Episcopal Church,10,3060,0.21,0.12
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,111,Church of Christ Scientist,1,,,
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,F53,Church of God,3,,,
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,123,Church of God (Anderson Indiana),10,1658,0.11,0.06
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,125,Church of God (Apostolic),1,,,
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,127,Church of God (Cleveland Tennessee),109,30298,2.03,1.14
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,C22,Church of God and Saints of Christ,1,,,
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,122,Church of God by Faith Inc.,1,,,
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,141,Church of God in Christ,12,2800,0.19,0.11
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,145,Church of God of Prophecy,22,,,
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,151,Church of Jesus Christ of Latter-day Saints,35,19713,1.32,0.74
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,149,Church of Jesus Christ The (Bickertonites),1,,,
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,155,Church of Our Lord Jesus Christ of the Apostolic Faith Inc.,6,1450,0.10,0.05
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,157,Church of the Brethren,1,110,0.01,0.00
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,165,Church of the Nazarene,29,4460,0.30,0.17
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,167,Churches of Christ,41,7026,0.47,0.26
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,171,Churches of God General Conference,3,166,0.01,0.01
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,172,Communion of Reformed Evangelical Churches,1,,,
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,173,Community of Christ,1,,,
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,177,Congregational Holiness Church,2,,,
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,270,Conservative Judaism,2,1577,0.11,0.06
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,390,Conservative Yearly Meeting of Friends,1,22,0.00,0.00
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,336,Convention of Original Free Will Baptist Churches,1,,,
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,057,Converge Worldwide / Baptist General Conference,4,,,
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,186,Coptic Orthodox Church,2,571,0.04,0.02
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,FFW,ECO: A Covenant Order of Presbyterians,13,,,
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,193,Episcopal Church,33,16256,1.09,0.61
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,202,Eritrean Orthodox,3,940,0.06,0.04
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,204,Ethiopian Orthodox,4,506,0.03,0.02
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,198,Evangelical Association of Reformed and Congregational Christian Churches,10,,,
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,203,Evangelical Free Church of America,5,,,
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,207,Evangelical Lutheran Church in America,68,20486,1.38,0.77
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,215,Evangelical Methodist Church,3,,,
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,216,Evangelical Presbyterian Church,17,,,
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,FGP,Every Nation,1,,,
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,263,Foursquare Gospel International Church of the,27,9034,0.61,0.34
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,221,Free Methodist Church--USA,2,61,0.00,0.00
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,391,Friends General Conference,1,38,0.00,0.00
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,225,Friends United Meeting,3,116,0.01,0.00
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,232,Full Gospel Baptist Church Fellowship,7,1260,0.08,0.05
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,FFR,Full Gospel Christian Assemblies International,7,1570,0.11,0.06
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,388,General Association of Regular Baptist Churches,1,,,
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,233,General Church of the New Jerusalem,1,,,
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,FGM,Grace Communion International,1,,,
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,246,Greek Orthodox Archdiocese of America,3,6725,0.45,0.25
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,895,Hindu Temples,3,2224,0.15,0.08
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,896,Hindu Yoga and Meditation,7,2466,0.17,0.09
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,D92,"House of God Holy Church of the Living God, The Pillar and Ground of the Truth, House of Prayer for All People",1,,,
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,264,International Churches of Christ,1,549,0.04,0.02
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,FE9,International Communion of the Charismatic Episcopal Church,1,,,
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,262,International Council of Community Churches,2,,,
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,268,Jain,1,,,
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,272,"Jehovah's Witnesses",110,30340,2.04,1.14
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,283,Lutheran Church--Missouri Synod,17,2532,0.17,0.10
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,255,Lutheran Congregations in Mission for Christ,13,4624,0.31,0.17
16740,Charlotte-Concord-Gastonia NC-SC Metro Area,890,Mahayana Buddhist,3,2076,0.14,0.08
